words,meanings,score,correct,appear
benefit,恩恵、特典、福利厚生、～のためになる、～から恩恵を受ける,0.0,0,0
consumer,消費者,0.0,0,0
demand,需要、要求する,0.0,0,0
nutritious,栄養のある,0.5,1,1
regularly,定期的に、頻繁に,0.0,0,0
in order to do,～するために,0.0,0,0
maintain,維持する、主張する,0.0,0,0
entry,エントリー、入場,0.0,0,0
evaluate,評価する,0.0,0,0
capture,とらえる、記録する,0.0,0,0
theme,テーマ,0.0,0,0
competition,コンテスト、協議会、競争,0.8,4,4
obtain,得る、取得する,0.0,0,0
permit,許可証、許可する,0.0,0,0
contractor,契約業者,0.0,0,0
submit,提出する,0.0,0,0
paperwork,書類、書類作業,0.0,0,0
authority,当局、権限、権力、権威,0.0,0,0
organize,取りまとめる、計画する、組織化する、整理する,0.0,0,0
fund-raising,資金調達のための、慈善の,0.0,0,1
charitable,慈善の,0.0,0,0
cause,大義、原因、引き起こす,0.0,0,0
result,結果、（結果に）終わる,0.0,0,0
preliminary,予備の、本番前の、暫定の,0.0,0,0
prototype,試作品、試作機、原型,0.5041666666666667,11,20
correctly,正しく,0.5,1,1
oversee,監督する,0.0,0,0
domestic,国内の、家庭の,0.0,0,0
investment,投資,0.0,0,0
permit,許可する、許可証,0.5,1,1
obstruct,（通路や視界を）ふさぐ、遮る,0.0,0,0
view,眺め、意見、眺める,0.0,0,0
token,印,0.0,0,0
appreciation,感謝,0.0,0,0
accept,受け入れる,0.0,0,0
enclose,同封する、囲む,0.0,0,0
purchase,購入、購入する,0.5,1,1
real estate,不動産,0.0,0,0
agent,代理人,0.0,0,0
negotiate,交渉する,0.0,0,0
agreeable,合意可能な、快適な、フレンドリーな,0.0,0,0
property,不動産、物産、物件,0.0,0,0
primary,主な,0.0,0,0
duty,任務、職務、関税,0.0,0,0
liaison,連絡係、連絡,0.0,0,0
exclusive,独占の、限定の、高級な,0.0,0,1
high-profile,注目を集める、注目の,0.0,0,0
critic,評論家、批評家,0.0,0,0
broadcast,放送する、放送,0.0,0,0
explore,調査する、探索する、散策する,0.0,0,0
integral,不可欠の,0.25,1,2
modern,近代的な、現代的な,0.0,0,0
accomplished,熟達した、熟練した、スキルの高い,0.0,0,0
extensive,広範囲に渡る、詳細な、大規模な,0.0,0,1
surely,必ず,0.0,0,0
perspective,観点、見方、考え方,0.0,0,0
household,家庭、家庭用の,0.0,0,0
gain,得る、増加、利益,0.0,0,0
insight,洞察、洞察力,0.0,0,0
spending,消費、支出,0.0,0,0
retire,退職する,0.0,0,0
board of directors,取締役,0.0,0,1
capacity,役割、能力、収容能力,0.0,0,0
proprietor,オーナー、所有者,0.0,0,0
widely,広く,0.0,0,0
regard,みなす、点,0.0,0,0
impressive,印象的な,0.0,0,0
clarify,はっきりさせる、明確にする,0.0,0,1
conduct,実行する、実施する,0.0,0,0
anonymous,匿名の,0.0,0,0
surver,アンケート調査、アンケート調査を行う,0.0,0,0
component,部品,0.0,0,0
hose,ホース,0.0,0,0
periodically,定期的に,0.0,0,0
inspect,検査する,0.0,0,0
librarian,図書館員、司書,0.0,0,0
personalized,個人に合わせた、名前入りの,0.0,0,0
suggestion,提案,0.0,0,0
tailor,（ニーズなどに）合わせる、調整する、仕立て屋,0.0,0,0
specific,具体的な、特定の,0.0,0,0
notable,注目すべき、有名な,0.0,0,0
feature,特徴、特集、目玉にする、大きく扱う,0.0,0,0
auditorium,講堂、観客席,0.0,0,1
distinctive,独自の,0.0,0,0
appearance,外見、出現、出演,0.5,1,1
successful,成功した、うまくいく,0.5,1,1
candidate,候補者,0.0,0,0
possess,（資質などを）持つ、所有する,0.0,0,0
excellent,すばらしい,0.0,0,0
organizational skills,業務処理能力,0.0,0,0
manner,やり方、方法,0.0,0,0
remodel,改築する、リフォームする,0.0,0,0
critical,非常に重要な、批判的な,0.5,1,1
accurate,正確な,0.0,0,0
measurement,寸法、財津、測定,0.0,0,0
develop,（スキルや能力を）伸ばす、開発する,0.25,1,2
enroll,登録する、入会する、入学する,0.0,0,0
intensive,集中的な,0.0,0,0
responsibility,責任、職務,0.0,0,0
passenger,乗客,0.0,0,0
verify,確認する、検証する、認証する,0.0,0,0
departure,出発、逸脱、離脱,0.0,0,1
in advance,慈善に,,0,0
abirdged,（本などが）要約された、短縮された,0.0,0,0
novel,小説,0.0,0,0
translate,翻訳する,0.0,0,0
dozens of,多数の、たくさんの,0.0,0,0
remedy,改善する、治療する、改善策、治療薬,0.0,0,1
official,幹部、正式な、公式の,0.5,1,1
vote,投票する、投票、投票数,0.0,0,0
approve,承認する、賛成する,0.5,1,1
amendment,改正、修正,0.0,0,1
legislation,法律、法制化,0.0,0,0
ingredient,材料、食材,0.0,0,1
pastry,焼き菓子,0.0,0,0
premises,敷地,0.0,0,0
enter,エントリーする、入る、入力する,0.0,0,0
drawing,抽選会、スケッチ,0.0,0,0
admission,入場、入会、入場許可,0.0,0,0
upcoming,今度の、来たる,0.0,0,0
statistics,統計、統計値、統計学,0.5,1,1
concentrated,集中的な、濃縮された,0.0,0,0
urban,都市の、都会の、都会での,0.0,0,0
performance review,勤務評価、成績評価,0.0,0,0
diligently,勤勉に,0.0,0,0
assignment,任務、割当,0.0,0,0
serve,サービスを提供する、（食事を）出す、役割を果たす,0.0,0,0
relocate,移転させる、引っ越す、場所を変える,0.0,0,0
manufacturing,製造、製造業,0.5,1,1
facility,施設,0.0,0,0
cantral,中心の、中央の,0.0,0,0
storage,収納、保管、貯蔵,0.0,0,0
transparent,透明の,0.0,0,0
plastic,プラスチック、ビニール,0.0,0,0
so that,～するように,0.0,0,0
identify,特定する,0.0,0,0
content,中身、内容、満足している,0.0,0,0
reserve,予約する、確保する、蓄え,0.0,0,0
inquire,問い合わせる、尋ねる,0.0,0,0
excursion,小旅行,0.0,0,0
nearby,近くの、近くに,0.0,0,0
tourist attraction,観光名所,0.0,0,0
ideal,理想的な,0.0,0,0
setting,環境,0.0,0,0
outing,外出、おでかけ,0.0,0,1
off-side,社外の、現場から離れた、社外で,0.0,0,0
produce,制作する、生産する、農産物,0.0,0,0
flyer,チラシ、（飛行機の）乗客,0.0,0,0
publicize,宣伝する、告知する,0.0,0,0
publish,出版する、公表する,0.0,0,0
reveal,明らかにする,0.0,0,0
existing,既存の、従来の、現存する,0.0,0,0
upgrade,グレードアップする、改良する,0.0,0,0
centerpiece,中心に置かれる装飾品、中心になるもの,0.4444444444444445,2,3
corporate,企業の、法人の,0.0,0,0
reflect,反映する、映る,0.0,0,0
consistently,常に、変わらず,0.0,0,0
contribute,寄付する、貢献する,0.5,1,1
surplus,余分な、あまり,0.0,0,0
office supplies,オフィス用品,0.0,0,0
various,さまざまな,0.0,0,0
exchange,交換する、交換,0.0,0,0
rake,熊手、熊手を使う,0.0,0,1
refund,返金、返金する,0.0,0,0
reach,連絡を取る、達する、到達する、手をのばす,0.0,0,0
owing to,～が理由で,0.0,0,0
largely,主に,0.0,0,0
favorable,有利な、好意的な,0.0,0,0
crop,作物、収穫量,0.0,0,0
yield,収穫量、生み出す,0.0,0,0
increase,増える、増やす、増加,0.0,0,0
province,州、省、県,0.0,0,0
finance,財務、資金を出す,0.0,0,0
complement,保管する、合う、引き立てる,0.0,0,0
current,現在の,0.0,0,0
expertise,専門知識,0.0,0,0
board,取締役会、掲示板、黒板、乗り込む,0.0,0,0
shuttle,定期往復便,0.0,0,0
arrange,手配する、並べる,0.0,0,0
nominal,わずかな額の、ほんのわずかの、名ばかりの,0.0,0,0
fee,料金,0.0,0,0
checkout,レジ、チェックアウト時間、（図書館の）貸出,0.0,0,0
waive,放棄する、差し控える、適用しない,0.0,0,0
charge,料金、サービス料、責任、請求する、料金を課す、充電する,0.0,0,0
front desk,受付,0.0,0,0
definitely,絶対に、間違いなく,0.0,0,0
commend,ほめる,0.0,0,0
superb,素晴らしい,0.0,0,0
generous,寛大な、気前の良い,0.0,0,0
delighted,とても喜んでいる,0.0,0,0
recipient,賞、授与する,0.0,0,0
award,監視する、モニター,0.0,0,0
appropriate,適切な、適した,0.0,0,0
precaution,予防措置、予防策,0.0,0,0
storm,嵐、暴風雨,0.0,0,0
approach,近づく、方法、考え方,0.0,0,0
promote,昇進させる、宣伝する、推進する,0.0,0,0
division,部門、配分、分担,0.0,0,0
capable,能力がある,0.0,0,0
assume,引き受ける、思い込む、仮定する,0.0,0,0
range,範囲、範囲に渡る,0.0,0,0
responsibility,職務、責任,0.0,0,0
cover letter,カバーレター,0.0,0,0
concise,簡潔な,0.0,0,0
persuasive,説得力のある,0.0,0,1
exceed,超える,0.5,1,1
length,長さ,0.5,1,1
automobile,自動車,0.0,0,0
issue,出す、発行する、（雑誌の）号、課題,0.0,0,1
statement,声明、明細書,0.0,0,0
address,対処する、話しかける、向ける、宛名を書く、演説、住所,0.0,0,0
concern,懸念、心配、関心事、心配させる、～に関する,0.0,0,0
regarding,～に関する,0.0,0,1
fuel,燃料,0.0,0,0
efficiency,効率、効率性,0.0,0,0
due to,～が理由で,0.0,0,0
owing to,～が理由で,0.0,0,0
despite,～にもかかわらず,0.0,0,0
in spite of,～にもかかわらず,0.0,0,0
notwithstanding,～にもかかわらず,0.0,0,0
given,～を考慮に入れると,0.0,0,0
in light of,～を考慮に入れると,0.0,0,0
in the event of,～の場合,0.0,0,0
in addition to,～に加えて,0.0,0,0
except for,～を除いて,0.0,0,0
regardless of,～とは無関係に,0.0,0,0
instead of,～の代わりに,0.0,0,0
whereas,一方で,0.0,0,0
whether,～であろうと、～かどうか,0.0,0,0
as soon as,～するとすぐに,0.0,0,0
once,いったん～したら,0.0,0,0
unless,～しない限り,0.0,0,0
now that,今はもう～なので,0.0,0,0
so that,～するように,0.0,0,0
in order that,～するように,0.0,0,0
although,～にもかかわらず,0.0,0,0
though,～にもかかわらず,0.0,0,0
even though,～にもかかわらず,0.0,0,0
even if,たとえ～でも,0.5,1,1
provided that,～するという条件でのみ,0.0,0,0
as long as,～する限り,0.0,0,0
in case,～するといけないので,0.0,0,1
given that,～を考慮すると,0.0,0,0
in the event that,～した場合,0.0,0,0
insofar as,～する限りにおいて,0.0,0,0
inasmuch as,～する限りにおいて、～するので,0.0,0,1
therefore,したがって,0.0,0,0
however,しかしながら,0.0,0,0
nevertheless,それにもかかわらず,0.0,0,0
moreover,その上,0.0,0,0
furthermore,さらに,0.0,0,0
consequently,結果として,0.0,0,1
thereby,そうすることで,0.0,0,0
thus,このようにして,0.0,0,0
meanwhile,その間,0.0,0,0
as with,～と同様に,0.0,0,0
adapt,適応する、適応させる,0.0,0,0
occasionally,時々、たまに,0.0,0,0
supplement,補う、付録、栄養補助食品,0.0,0,0
income,収入,0.5,1,1
specialized,専門の,0.0,0,0
detect,検知する、探知する、発見する,0.0,0,0
suspicious,疑わしい、怪しい,0.0,0,0
transaction,取引,0.0,0,1
tenant,貸借人、入居者,0.0,0,0
provide,提供する,0.0,0,0
landlord,家主、地主,0.0,0,0
duplicate,複製の、２重の、複製、複製を取る,0.5,1,1
upon request,要請があれば、リクエストに応じて,0.0,0,0
nonprofit,非営利団体、非営利の,0.0,0,0
educational,教育の、教育上の,0.0,0,0
institution,機関、団体、しきたり,0.0,0,0
exempt,免除された、免除する,0.0,0,0
certain,特定の、ある決まった、確かな,0.0,0,0
tax,税金,0.0,0,0
solution,解決策、溶液,0.0,0,0
issue,課題、（雑誌の）号、出す、発行する,0.5,1,1
experienced,経験豊富な,0.0,0,0
novice,初心者,0.0,0,0
alike,同様に、よく似た,0.0,0,0
custodian,管理人、守衛,0.0,0,0
responsible,責任がある、担当している,0.0,0,0
assign,割り当てる、任命する,0.0,0,0
functional,機能的な、機能を果たせる,0.0,0,0
proceeds,収益,0.0,0,0
restore,修理する、復旧させる、取り戻す,0.5,1,1
mural,壁画,0.0,0,0
considerate,配慮して、思いやりのある,0.0,0,1
spectator,観客、見物客,0.0,0,0
refrain,差し控える,0.0,0,0
directory,名簿、案内板,0.0,0,0
consist,～から成る,0.0,0,0
arrange,並べる、手配する,0.0,0,0
order,順番、注文、命令、注文する、命令する,0.0,0,0
promotion,昇進、販売促進、促進,0.0,0,0
substantial,大幅な、かなりの、頑丈な,0.0,0,0
raise,昇給、（お金を）集める、上げる、高める,0.0,0,0
considerably,かなり,0.0,0,0
proofead,校正する,0.0,0,0
manuscript,（書物の）原稿,0.0,0,0
publisher,出版社,0.0,0,0
be happy to do,喜んで～する,0.0,0,0
contrary,正反対の、正反対,0.5,1,1
face,直面する、（～の方向を）向く,0.0,0,0
disappointing,期待はずれの、がっかりさせるような,0.0,0,0
outlook,見通し、モノの見方,0.0,0,0
remainder,残り,0.0,0,0
committee,委員会,0.0,0,0
simplify,簡素化する、単純にする,0.0,0,0
complicated,複雑な,0.0,0,0
structure,構造、建造物,0.0,0,0
workshop,研修会、講習会、セミナー、作業場,0.0,0,0
typically,通常、典型的に,0.0,0,0
modify,変更する、修正する,0.0,0,0
fit,合う、（スペースに）入る,0.0,0,0
participant,参加者,0.0,0,0
prominently,目立って、傑出して,0.0,0,0
display,展示する、展示,0.0,0,0
promotional,宣伝用の、販売促進用の、販促の,0.0,0,0
trade show,見本市,0.0,0,0
investigate,調査する,0.0,0,0
incident,出来事、事件、事故,0.5,1,1
necessary,必要な,0.0,0,0
prevent,防ぐ、拒む,0.0,0,1
recur,再発する,0.0,0,0
should you have any questions,もしご質問があれば,0.5,1,1
procedure,手順、手続き、流れ,0.0,0,0
hesitate,ためらう,0.0,0,0
surpervisor,上司、責任者,0.0,0,1
ongoing,進行中の、続いている,,0,0
renovation,改装,0.5,1,1
production,生産、制作・作品,0.0,0,0
resume,再開する,0.0,0,0
commute,通勤、通学、通勤する、通学する,0.5,1,1
time off,（会社や学校の）休み,0.0,0,0
rewarding,やりがいのある、実りの多い,0.0,0,0
exactly,そのとおり、正確に、まさに、ちょうど,0.0,0,0
browse,見て回る、パラパラと眺める,0.0,0,0
potted plant,鉢植え,0.0,0,0
on display,展示されて,0.0,0,0
canopy,天蓋,0.0,0,0
mission,使命、ミッション,0.0,0,0
accelerate,加速させる、拍車をかける,0.0,0,0
adoption,採用,0.0,0,0
electric,電気の,0.0,0,0
vehice,乗り物、車両,0.0,0,1
globally,全世界に、地球規模で,0.0,0,0
solicit,求める、懇願する,0.0,0,0
bid,入札、入札する,0.0,0,0
renovate,改装する,0.0,0,0
spectacular,壮観な、眼を見張るほどの,0.0,0,0
scenic,長めが良い、景色の良い,0.0,0,1
destination,目的地、行き先,0.0,0,0
wing,棟,0.0,0,0
boast,誇る,0.0,0,0
ample,十分な、ありあまるほどの,0.0,0,0
on-site,その場の、社内の、その場で,0.0,0,0
connection,接続、繋がり、関連、乗り継ぎ,0.0,0,0
laundry,選択,0.0,0,0
aircraft,航空機,0.0,0,0
fail to do,～し損なう,0.0,0,0
promptly,迅速に、ただちに、きっかりに,0.0,0,0
notify,（人に）知らせる,0.0,0,0
potential,潜在的な、見込みがある、可能性,0.0,0,0
series,シリーズ,0.0,0,0
suitable,ふさわしい、適切な,0.0,0,0
those,人々,0.0,0,0
focus,～に集中させる、重点を置く、集中、焦点,0.0,0,0
solely,唯一、単独で、完全に,0.5,1,1
coinside,同時に起こる,0.0,0,0
release,発売、公表する、発売する,0.0,0,0
tour,ツアーする、見学する、旅行する、ツアー、見学、旅行,0.0,0,0
nationwide,全国的に、全国的な,0.0,0,0
observe,観察する、気づく、順守する,0.0,0,0
wildlife,野生動物,0.0,0,0
vicinity,周辺,0.0,0,0
regret,残念に思う、後悔する、後悔,0.0,0,0
inform,（人に）知らせる、影響を与える,0.0,0,0
unable,（～することが）できない,0.0,0,0
accommodate,（要求などを）満たす、収容する,0.0,0,0
dietary,食事の,0.0,0,0
comparable,同等の、匹敵する、類似の,0.0,0,0
relatively,比較的、他と比べて,0.0,0,0
power,電力、動力、力,0.0,0,0
comparison,比較,0.0,0,0
treadmill,ランニングマシン,0.0,0,0
allow,可能にする、許す,0.0,0,0
access,アクセスする、アクセス,0.5,1,1
track,追跡する、追跡、線路、走路,0.0,0,0
compare,比べる,0.0,0,0
apply,応募する、申請する、あてはまる、適用する、塗る,0.0,0,0
accounting,経理、会計,0.0,0,0
advertise,宣伝する,0.0,0,0
edition,（本などの）版,0.0,0,0
postal,郵便の,0.0,0,0
clerk,事務員、店員、ホテルの受付,0.0,0,1
calculate,計算する,0.0,0,0
affix,貼付する,0.0,0,0
correct,正しい、正確な、修正する,0.0,0,0
postage,郵便料金,0.0,0,0
package,小包、荷物、パッケージ,0.5,1,1
failure,失敗、不具合,0.5,1,1
adhere,忠実に従う、接着する,0.0,0,1
following,以下の、次の、～に続いて,0.0,0,0
guidelines,指針、ガイドライン,0.0,0,0
result,（結果に）終わる、結果,0.0,0,0
disciplinary action,懲戒処分,0.0,0,1
initiative,主体性、新たな取組、主導権,0.0,0,0
creativity,創造性,0.0,0,0
solve,解決する,0.0,0,0
pursue,追求する、追い詰める,0.0,0,0
continuous,絶え間のない、途切れない,0.0,0,0
improvement,改善,0.0,0,0
install,設置する、導入する、インストールする,0.0,0,0
measure,対策、手段、測定する、評価する,0.0,0,0
municipal,市の、市営の,0.0,0,0
enviromentally friendly,環境に優しい,0.0,0,0
devise,考案する、立案する,0.0,0,0
implement,実行する、実施する,0.0,0,1
strategy,戦略,0.0,0,0
acknowledge,認める、知らせる、感謝する,0.0,0,0
premier,最高の、第一位の,0.0,0,0
purveyor,販売業者、供給業者,0.0,0,0
adjacent,隣接した,0.0,0,0
neighborhood,地域、住所,0.0,0,0
spacious,広々した、ゆったりした,0.0,0,0
separate,別れた、別々の,0.0,0,0
belongings,所有物、所持品,0.0,0,1
botanical,植物の、植物学の,0.0,0,0
store,保管する、保存する、店,0.0,0,0
up to,最長、最大,0.0,0,0
discard,捨てる,0.5,1,1
resolve,解決する,0.0,0,0
apologize,おわびする,0.0,0,0
interruption,中断,0.5,1,1
aspiring,～志望の、～になろうとする,0.0,0,0
astronaut,宇宙飛行士,0.0,0,0
undergo,経験する、受ける,0.0,0,0
rigorous,厳格な、厳密な,0.0,0,0
satisfaction,満足,0.0,0,0
priority,優先事項、優先順位,0.0,0,0
committed,熱心に取り組む、献身的な,0.0,0,0
closely,密に、注意深く,0.0,0,0
editorial,編集の、社説,0.0,0,0
oversight,見落とし、手落ち、監視,0.0,0,0
article,記事、モノ,0.0,0,0
contain,含む、中に入っている,0.0,0,0
outdated,古い、時代遅れの,0.0,0,0
willing,～することを嫌がらない、～する気がある,0.0,0,0
embrace,積極的に受け入れる、快諾する,0.0,0,0
state-of-the-art,最先端の、最新式の,0.0,0,0
support,支援、指示、支援する、支持する,0.0,0,0
conservation,節約、環境保護,0.0,0,0
deliberation,熟考,0.0,0,0
panel,グループ、羽目板,0.0,0,0
expart,専門家、専門的な,0.0,0,0
photography,写真撮影,0.0,0,0
latest,最新の,0.0,0,0
be supposed to do,～することになっている,0.0,0,1
overcome,克服する、乗り越える,0.5,1,1
shortcoming,欠点、短所,0.0,0,0
predecessor,前機種、前任者,0.0,0,0
commission,委託する、委任する、委員会、歩合,0.0,0,0
conclude,結論を出す、終わる,0.0,0,0
financially,財政的に、金銭的に,0.0,0,0
feasible,実現可能な,0.0,0,0
sensitive,高感度の、取り扱いに注意を要する、デリケートな,0.5,1,1
desire,欲求、願望、強く望む,0.0,0,0
reliable,信頼できる、頼りになる,0.0,0,0
timely,タイミングの良い、タイムリーな,0.0,0,0
coverage,報道、（保険の）補償,0.0,0,0
fund-raiser,募金イベント、資金集めのイベント,0.0,0,0
amaizing,驚くべき、驚くほどに素晴らしい、すごい,0.0,0,0
combined,共同の、連合の,0.0,0,0
donation,寄付,0.0,0,0
thrilld,とてもわくわくして、とても興奮して,0.0,0,0
opportunity,機会、チャンス,0.0,0,0
collaborate,協力する,0.0,0,0
achieve,達成する,0.0,0,0
objective,目標、目的、客観的な,0.0,0,0
caution,注意、警告、注意を促す、警告する,0.0,0,0
roadway,車道,0.0,0,0
extremely,極めて、非常に,0.0,0,0
slippery,すべりやすい,0.0,0,0
deteriorate,悪化する,0.0,0,0
snowfall,降雪,0.0,0,0
proven,確かな,0.0,0,1
meet,満たす、間に合う、会う,0.0,0,0
ambitious,意欲的な、野心的な,0.0,0,0
quota,ノルマ、割り当て,0.0,0,0
valuable,貴重な,0.0,0,0
asset,税さん、資産,0.0,0,0
stapler,ホッチキス,0.0,0,0
order,注文する、命令する、注文、命令、順番,0.0,0,0
out of stock,在庫切れ,0.0,0,0
substitute,～を代わりに用いる、代わりを務める人、代用品,0.0,0,0
similar,似ている,0.0,0,0
refund,返金する、返金,0.0,0,0
plenty of,十分な、たくさんの,0.0,0,0
individual,個別の、個人の、個人,0.0,0,0
attention,注目、注意,0.0,0,0
enrollment,登録者数、入会、登録,0.0,0,0
limited,限られた,0.0,0,0
"on a first-come, first-served basis",先着順で,0.0,0,1
effective,～付で有効な、効果的な,0.0,0,0
entire,全部の、全体の,0.0,0,0
cafeteria,社員食堂,0.0,0,0
deduct,控除する,0.0,0,0
paycheck,給与、給与小切手,0.0,0,0
rate,料金、割合、評価する,0.0,0,0
quote,価格を提示する、引用する、見積もり、提示価格、引用,0.0,0,0
based on,～に基づく,0.0,0,0
occupancy,占有、占有人数,0.0,0,0
unless,～しない限り,0.0,0,0
otherwise,別のやり方で、それ以外には、さもなければ,0.0,0,0
specify,明記する、明確に述べる,0.0,0,0
ease,容易さ、たやすさ、やわらげる、容易にする,0.0,0,0
respondent,回答者,0.0,0,0
rate,評価する、料金、割合,0.0,0,0
blender,ミキサー,0.0,0,0
either X or Y,XかYのどちらか,0.0,0,0
lengthy,長期にわたる、冗長な,0.0,0,0
search,創作、検索、探す、検索する,0.0,0,0
employment,雇用,0.0,0,0
land,（仕事や契約を）得る、着陸する、土地,0.0,0,0
temporary,臨時の、一時的な,0.0,0,0
janitor,清掃員、用務員,0.0,0,0
documentary,記録映画,0.0,0,0
profile,プロフィールを紹介する、プロフィール,0.0,0,0
entrepreneur,起業家,0.0,0,0
hypothesis,仮説,0.0,0,0
privileged,光栄な,0.0,0,0
talented,才能ある,0.0,0,0
dedicated,献身的な、専用の、特化した,0.0,0,0
colleague,同僚,0.0,0,0
barely,かろうじて、なんとか,0.0,0,0
legible,（筆跡などが）判読できる、読みやすい,0.0,0,0
appear,～のように思える、現れる、掲載される,0.5,1,1
address,宛名を書く、対処する、話しかける、向ける、演説、住所,0.0,0,0
circumstance,状況,0.0,0,0
liable,法的責任がある,0.0,0,0
furniture,家具,0.0,0,0
cause,引き起こす、原因、大義,0.0,0,0
transit,輸送,0.0,0,0
certificate,認定証、修了証,0.0,0,0
serve,役割を果たす、サービスを提供する,0.0,0,0
proof,証拠、証明,0.0,0,0
complete,完了する、記入する、完了した、全部揃った,0.0,0,0
tutorial,指導書、個別指導,0.0,0,0
certified,有資格の、後任の,0.0,0,0
note,注意する、述べる、メモ、注記,0.0,0,0
voucher,引換券,0.0,0,0
vaild,有効な,0.0,0,0
redeemable,（現金や商品と）交換可能な,0.0,0,0
applicant,応募者,0.0,0,0
proficiency,熟達、スキルの高さ、高い能力,0.0,0,0
ability,能力,0.5,1,1
independently,単独で、独立して,0.0,0,0
description,説明、記述、描写,0.0,0,0
include,含む,0.0,0,0
a couple of,いくつかの、２・３の,0.0,0,0
summarize,要約する,0.0,0,0
entail,必要とする、～を伴う,0.0,0,0
tenure,在職期間,0.0,0,0
expand,拡大する、進出する,0.0,0,0
outreach,支援活動、福祉活動,0.0,0,0
full-time,常勤の、正社員の,0.0,0,0
faculty,（大学の）教員、学部,0.0,0,0
eligible,資格がある,0.0,0,0
tuition,授業料,0.0,0,0
assistance,補助、支援、援助,0.0,0,0
intact,傷がない,0.0,0,0
including,～を含む,0.0,0,0
pottery,陶器、瀬戸物,0.0,0,0
glassware,ガラス製品,0.0,0,0
fragile,壊れやすい、はかない,0.0,0,0
unfair,不公正な、不公平な,0.0,0,0
commercial,商業の、商業的な、CM,0.0,0,0
practice,ならわし、修行、練習、練習する、開業する、実践する,0.0,0,0
misleading,誤解を招く恐れのある,0.0,0,0
advertising,広告、宣伝,0.0,0,0
prohibit,禁止する,0.0,0,1
directive,命令,0.0,0,0
illustrate,説明する,0.0,0,0
mentoring,メンター制度,0.0,0,0
improve,改善する、改良する,0.0,0,0
productivity,生産性,0.0,0,0
workplace,職場,0.5,1,1
ensure,保証する、請け負う,0.0,0,0
prescription,処方箋,0.5,1,1
electronically,電子的に,0.0,0,0
physician,医師,0.5,1,1
reach,到達する、達する、連絡を取る、手をのばす,0.0,0,0
pharmacy,薬局,0.0,0,0
document,書類、記録する,0.0,0,0
confidential,機密の、秘密の,0.0,0,0
disclose,開示する,0.0,0,0
explicit,明確な、明白な,0.0,0,0
permission,許可,0.0,0,0
search,探す、検索する、創作、検索,0.0,0,0
venue,会場,0.0,0,0
prepare,準備する、用意する、支度する,0.0,0,0
agenda,予定表,0.0,0,0
facilitate,促進する、容易にする,0.0,0,0
luxury,高級な、高級、ぜいたく,0.0,0,0
situated,位置している,0.0,0,0
picturesque,絵のように美しい,0.0,0,0
accessible,到達可能な、利用可能な,0.0,0,0
surprisingly,驚いたことに、驚くほど,0.0,0,0
controversial,物議を醸すような,0.0,0,0
complex,集合住宅、複合施設、複雑な,0.0,0,0
unanimous,満場一致の,0.0,0,0
approval,承認,0.0,0,0
overview,概略、概況,0.0,0,0
policy,規程、方針,0.0,0,0
regulation,規制、規則,0.0,0,0
relevant,関連した,0.0,0,0
former,前者、前の、かつての,0.0,0,0
house,所蔵する、保有する、所有する、家,0.0,0,0
impressionist,印象は,0.25,1,2
latter,後者、後半の,0.0,0,0
mainly,主に,0.0,0,0
exhibit,展示する、展示物、展示会,0.0,0,0
adress,演説、住所、対処する、話しかける、向ける、宛名を書く,0.0,0,0
governor,知事,0.0,0,0
outline,概要を説明する、概要,0.0,0,0
charge,料金を課す、請求する、充電する、料金、責任,0.0,0,0
toll,通行料,0.0,0,0
congested,渋滞した,0.0,0,0
representative,担当者、代表者,0.0,0,0
patiently,根気よく、我慢強く,0.0,0,0
handle,対処する、扱う、手で扱う、撮って,0.0,0,0
complaint,苦情、クレーム,0.0,0,0
discreetly,分別を持って、思慮深く,0.0,0,0
foremost,最高の、トップの,0.0,0,0
advocate,提唱者、維持者、提唱する,0.0,0,0
sustainable,持続可能な、環境に優しい,0.0,0,0
agriculture,農業,0.0,0,0
excerpt,抜粋、引用,0.0,0,0
summary,要約,0.0,0,0
symposium,討論会,0.0,0,0
medical,医療の,0.0,0,0
devise,機器、装置,0.0,0,0
publish,公表する、出版する,0.0,0,0
election,選挙,0.0,0,0
predict,予測する,0.0,0,0
turnout,投票者数、参加者数、来場者数,0.0,0,0
approximately,おおよそ、約,0.0,0,0
commence,始まる、始める,0.0,0,0
apprentice,見習い、実習生,0.0,0,0
carpenter,大工,0.0,0,0
eventually,最終的には、結局,0.0,0,0
found,設立する、創立する,0.0,0,0
lumber,製材、材木,0.0,0,0
sophisticated,高性能の、洗練された,0.0,0,0
streamline,合理化する、簡略化する,0.0,0,0
payroll,給与管理、給与総額、資金大腸,0.0,0,1
process,プロセス、過程、処理、処理する,0.0,0,0
foundation,設立、基金、基礎,0.0,0,0
array,大量、多数,0.0,0,0
periodical,定期刊行物,0.0,0,0
journal,専門誌,0.0,0,0
cultural,文化的な,0.0,0,0
reimburse,払い戻す,0.0,0,0
expense,費用、経費,0.0,0,1
incur,（罰金等を）被る、負う,0.0,0,0
retreat,研修旅行,0.0,0,0
eliminate,排除する、取り除く,0.5,1,1
distraction,集中の妨げになるもの、気を反らせるもの、気晴らし,0.0,0,0
create,想像する、作り出す,0.0,0,0
atmosphere,雰囲気,0.0,0,0
discuss,話し合う、話す,0.0,0,0
common,共通の、一般的な、よくある、普通の,0.0,0,0
exemplary,模範的な,0.0,0,0
